SAMPN,VEHNO,YEAR,MAKE,MKOTH,MODEL,TYPE,TYPEO,VHOWN,VHONO,REGION,DVRPC
1007665,1,1999,34,,SL2,1,,1,,1,1
1007665,2,1993,6,,CORSICA,1,,1,,1,1
1007670,1,1994,28,,SIERRA,1,,1,,1,1
1007670,2,1999,37,,CAMRY,1,,1,,1,1
1007680,1,1990,37,,4 RUNNER,4,,1,,1,1
1007680,2,1994,27,,MAXIMA,1,,1,,1,1
1007683,1,1993,13,,ACCORD,1,,1,,1,1
1007683,2,1993,27,,MAXIMA,1,,1,,1,1
1007683,3,1995,9,,EXPLORER,4,,1,,1,1
1007686,1,1995,13,,ODYSSEY,5,,1,,1,1
1007686,2,1997,13,,CRV,4,,1,,1,1
1007701,1,1985,17,,XJS,2,,1,,1,1
1007701,2,1996,9,,EXPLORER,4,,1,,1,1
1007701,3,1985,9,,BRONCO,4,,1,,1,1
1007701,4,1975,30,,FIREBIRD,2,,1,,1,1
1007701,5,1950,9,,CONVERTABLE,2,,1,,1,1
1007701,6,1935,9,,COUPE,1,,1,,1,1
1007701,7,1933,9,,PICK UP,7,,1,,1,1
1007891,1,1997,9,,CONTOUR,1,,1,,1,1
1007905,1,1996,9,,CROWN VICTORIA,1,,1,,1,1
1007905,2,1993,24,,TRACER,6,,1,,1,1
1007916,1,2000,9,,EXPLORER,4,,1,,1,1
1007916,2,1990,6,,VAN,3,,1,,1,1
1007916,3,1980,6,,VAN,3,,1,,1,1
1007958,1,1992,7,,NEW YORKER 5TH AV,1,,1,,1,1
1007958,2,1992,8,,DAKOTA,7,,1,,1,1
1007961,1,1996,35,,LEGACY,6,,1,,1,1
1007968,1,1995,6,,ASTROVAN,3,,1,,1,1
1007968,2,1985,6,,BLAZER,4,,1,,1,1
1007974,1,1991,6,,LUMINA,1,,1,,1,1
1008005,1,1998,4,,LESABRE,1,,1,,1,1
1008012,1,2000,9,,FOCUS,1,,1,,1,1
1008012,2,1991,9,,TEMPO,1,,1,,1,1
1008012,3,1984,9,,PICK UP,7,,1,,1,1
1008012,4,1988,29,,RELIANT,1,,1,,1,1
1008017,1,1996,13,,ACCORD,1,,1,,1,1
1008028,1,1985,6,,BERETTA,1,,1,,1,1
1008028,2,1998,9,,TAURUS,1,,1,,1,1
1008033,1,1996,38,,PASSAT,1,,1,,1,1
1008033,2,1994,9,,TAURUS,6,,1,,1,1
1008048,1,1998,13,,CRV,4,,1,,1,1
1008048,2,1993,13,,CIVIC,1,,1,,1,1
1008059,1,1996,6,,IMPALA,1,,1,,1,1
1008080,1,2000,24,,MOUNTAINEER,4,,1,,1,1
1008080,2,1997,22,,CONTINENTAL,1,,1,,1,1
1008080,3,1989,22,,MARK VIII,1,,1,,1,1
1008080,4,1997,9,,MUSTANG,4,,1,,1,1
1008093,1,1999,6,,MALIBU,1,,1,,1,1
1008093,2,1991,37,,PREVIA,3,,1,,1,1
1008125,1,1993,6,,CORVETTE,2,,1,,1,1
1008125,2,1970,17,,E TYPE,2,,1,,1,1
1008125,3,1990,4,,LESABRE,1,,1,,1,1
1008151,1,1992,28,,CUTLASS SIERRA,1,,1,,1,1
1008151,2,1988,28,,CUTLASS SIERRA,1,,1,,1,1
1008177,1,1997,8,,NEON,1,,1,,1,1
1008179,1,1992,29,,COLT VISTA,3,,1,,1,1
1008181,1,1997,8,,CARAVAN,3,,1,,1,1
1008181,2,1994,6,,S 10 BLAZER,4,,1,,1,1
1008192,1,1999,37,,CAMRY,1,,1,,1,1
1008195,1,1998,18,,GRAND CHEROKEE,4,,1,,1,1
1008205,1,1993,7,,LEBARON,1,,1,,1,1
1008205,2,1996,24,,SABLE,1,,1,,1,1
1009090,1,1991,9,,PROBE,2,,1,,1,1
1009090,2,1997,9,,TAURUS,1,,1,,1,1
1009092,1,1994,24,,GRAND MARQUIS,1,,1,,1,1
1009092,2,1997,37,,COROLLA,1,,1,,1,1
1009123,1,1993,30,,BONNEVILLE,1,,1,,1,1
1009123,2,1980,8,,DON'T KNOW,7,,1,,1,1
1009139,1,1992,13,,CIVIC,1,,1,,1,1
1009139,2,1990,35,,LEGACY,1,,1,,1,1
1009139,3,1994,6,,S 10,7,,1,,1,1
1009139,4,1993,35,,LEGACY,1,,1,,1,1
1009142,1,1998,9,,ESCORT,2,,1,,1,1
1009142,2,1999,30,,GRAND AM,1,,1,,1,1
1009149,1,1991,29,,ACCLAIM,1,,1,,1,1
1009172,1,1978,9,,MUSTANG,1,,1,,1,1
1009238,1,1999,7,,MARK IV,4,,1,,1,1
1009238,2,1998,8,,RAM,7,,1,,1,1
1009238,3,1986,29,,RELIANT,1,,1,,1,1
1009240,1,1997,24,,SABLE,1,,1,,1,1
1009240,2,1988,8,,DAYTONA,1,,1,,1,1
1009262,1,1987,13,,ACCORD,1,,1,,1,1
1009268,1,1995,4,,LESABRE,1,,1,,1,1
1009310,1,1987,8,,PICK UP,2,,1,,1,1
1009310,2,1991,9,,ESCORT,1,,1,,1,1
1009312,1,1980,37,,COROLLA,1,,1,,1,1
1009312,2,1995,4,,CENTURY,1,,1,,1,1
1009324,1,1989,9,,TAURUS,6,,1,,1,1
1009324,2,1991,35,,LOYAL,1,,1,,1,1
1009326,1,1997,9,,TAURUS,1,,1,,1,1
1009326,2,1988,9,,TAURUS,1,,1,,1,1
1009326,3,1984,28,,DELTA 88,1,,1,,1,1
1009329,1,1998,6,,SUBURBAN,4,,1,,1,1
1009329,2,1977,9,,DON'T KNOW,1,,1,,1,1
1009342,1,1999,9,,CROWN VICTORIA,1,,1,,1,1
1009342,2,1997,30,,TRANSPORT,3,,1,,1,1
1009354,1,1998,8,,CARAVAN,3,,1,,1,1
1009354,2,1999,35,,FORESTER,4,,1,,1,1
1009359,1,1995,38,,GOLF,6,,1,,1,1
1009377,1,1999,97,SAFARI,MOTORHOME,97,MOTORHOME,1,,1,1
1009377,2,1996,34,,STATION WAGON,6,,1,,1,1
1009386,1,1998,6,,LUMINA,1,,1,,1,1
1009386,2,1978,28,,SIERRA,1,,1,,1,1
1009398,1,1995,9,,TAURUS,1,,1,,1,1
1009398,2,1985,6,,CAVALIER,1,,1,,1,1
1009407,1,1996,8,,INTREPID,1,,1,,1,1
1009407,2,1996,8,,RAM,7,,1,,1,1
1009423,1,1994,6,,CAVALIER,1,,1,,1,1
1009423,2,1998,4,,LESABRE,1,,1,,1,1
1009423,3,1995,97,EAGLE,TALON,2,,1,,1,1
1009425,1,1967,6,,PICK UP,5,,1,,1,1
1009425,2,1986,6,,PICK UP,5,,1,,1,1
1009425,3,1998,28,,DON'T KNOW,1,,1,,1,1
1009438,1,1998,13,,CIVIC,2,,1,,1,1
1009438,2,1999,30,,GRAND AM,1,,3,,1,1
1009513,1,1992,1,,LEGEND,1,,1,,1,1
1009513,2,2000,8,,DAKOTA,7,,1,,1,1
1009513,3,1980,24,,TOPAZ,1,,1,,1,1
1009515,1,1998,38,,BEETLE,2,,1,,1,1
1009565,1,1994,13,,CIVIC,1,,1,,1,1
1009565,2,1988,29,,RELIANT,1,,1,,1,1
1009565,3,1988,6,,VAN,3,,1,,1,1
1009565,4,1988,97,PROWLER (CAMPER),CAMPER,97,CAMPER,1,,1,1
1009592,1,1990,6,,CAVALIER,1,,1,,1,1
1009617,1,1996,9,,WINDSTAR,3,,1,,1,1
1009617,2,1989,7,,TRUCK,7,,1,,1,1
1009620,1,2000,28,,INTRIGUE,1,,1,,1,1
1009620,2,1987,9,,PICK UP,7,,1,,1,1
1009627,1,1987,8,,OMNI,1,,1,,1,1
1009627,2,1989,30,,GRAND PRIX,1,,1,,1,1
1009627,3,1989,30,,6000,1,,1,,1,1
1009632,1,1993,9,,RANGER,7,,1,,1,1
1009632,2,1999,7,,300 M,1,,1,,1,1
1009635,1,1989,30,,BONNEVILLE,1,,1,,1,1
1009635,2,1997,30,,GRAND AM,1,,1,,1,1
1009660,1,1990,9,,TEMPO,1,,1,,1,1
1009670,1,1961,9,,T-BIRD,1,,1,,1,1
1009670,2,2000,4,,LESABRE,1,,1,,1,1
1009709,1,1998,4,,CENTURY,1,,1,,1,1
1009728,1,1995,9,,TAURUS,1,,1,,1,1
1009728,2,1993,6,,GEO,2,,1,,1,1
1009746,1,1997,21,,ES 300,1,,1,,1,1
1009746,2,1998,1,,3.2,1,,1,,1,1
1009770,1,1988,6,,CAPRICE,1,,1,,1,1
1009770,2,1989,24,,SABLE,1,,1,,1,1
1009793,1,1990,8,,VAN,1,,1,,1,1
1009793,2,1989,6,,STATION WAGON,6,,1,,1,1
1009803,1,1994,28,,DON'T KNOW,1,,1,,1,1
1009803,2,1991,29,,VOYAGER,3,,1,,1,1
1009803,3,1989,37,,PICK UP,7,,2,,1,1
1009803,4,1988,6,,CAVALIER,1,,1,,1,1
1009803,5,1986,16,,I MARK,1,,1,,1,1
1009809,1,1995,4,,REGAL,1,,1,,1,1
1009809,2,1998,4,,CENTURY,1,,1,,1,1
1009814,1,1977,9,,F 150,7,,1,,1,1
1009814,2,1985,6,,ASTROVAN,3,,1,,1,1
1009814,3,1997,30,,FIREBIRD,1,,1,,1,1
1009919,1,1994,6,,CAVALIER,1,,1,,1,1
1009919,2,1999,14,,ACCENT,2,,1,,1,1
1009921,1,1990,9,,THUNDERBIRD,1,,1,,1,1
1009921,2,1989,6,,TRUCK,7,,1,,1,1
1009923,1,2000,34,,SL2,1,,1,,1,1
1009931,1,1995,9,,TAURUS,1,,1,,1,1
1009931,2,1988,37,,CAMRY,1,,1,,1,1
1009943,1,1986,28,,TORNADO,1,,1,,1,1
1009943,2,1992,27,,PATHFINDER,4,,1,,1,1
1009943,3,1997,5,,DEVILLE,1,,1,,1,1
1009956,1,1999,4,,LESABRE,1,,1,,1,1
1009956,2,1996,30,,GRAND AM,1,,1,,1,1
1009956,3,1975,31,,94T,2,,1,,1,1
1009989,1,1997,27,,QUEST,3,,2,,1,1
1010011,1,1986,6,,VAN,3,,1,,1,1
1010011,2,1996,8,,VAN,3,,1,,1,1
1010011,3,1995,8,,NEON,1,,1,,1,1
1010014,1,1989,4,,ELECTRA,1,,1,,1,1
1010014,2,1990,8,,CARAVAN,3,,1,,1,1
1010022,1,1999,9,,TAURUS,1,,2,,1,1
1010022,2,1988,37,,COROLLA,1,,1,,1,1
1010384,1,1990,29,,CHRYSLER,1,,1,,1,1
1010387,1,1998,9,,F 150,7,,2,,1,1
1010387,2,2000,29,,VOYAGER,3,,1,,1,1
1010387,3,1984,28,,CUTLASS,1,,1,,1,1
1010387,4,1984,6,,CHEVETTE,1,,1,,1,1
1010388,1,1992,24,,TRACER,1,,1,,1,1
1010388,2,1999,9,,TAURUS,1,,1,,1,1
1010388,3,2000,14,,ELANTRA,1,,1,,1,1
1010412,1,1987,4,,ELECTRA,1,,1,,1,1
1010412,2,1985,6,,VAN,3,,1,,1,1
1010425,1,1991,4,,CENTURY,1,,1,,1,1
1010425,2,1986,35,,GL STATION WAGON,6,,1,,1,1
1010426,1,1997,8,,STRATUS,1,,1,,1,1
1010426,2,1995,8,,RAM,7,,1,,1,1
1010426,3,1994,6,,BLAZER,4,,1,,1,1
1010426,4,1968,6,,CORVETTE,2,,1,,1,1
1010443,1,2000,8,,NEON,1,,1,,1,1
1010443,2,1996,8,,RAM,5,,1,,1,1
1010443,3,1981,12,,SPORTSTER,8,,1,,1,1
1010538,1,1992,6,,S 10,7,,1,,2,1
1010538,2,2000,6,,IMPALA,1,,1,,2,1
1010543,1,1991,9,,AEROSTAR,3,,1,,2,1
1010543,2,1998,9,,AEROSTAR,3,,1,,2,1
1010649,1,1983,9,,PICK UP,2,,1,,2,1
1010649,2,1991,6,,CAPRICE,1,,1,,2,1
1010702,1,1997,24,,MARQUIS,1,,1,,2,1
1010707,1,1999,9,,MUSTANG,2,,1,,1,1
1010707,2,2000,9,,EXPLORER,1,,1,,1,1
1010707,3,1998,8,,DURANGO,4,,1,,1,1
1010741,1,1998,9,,CONTOUR,1,,1,,1,1
1010741,2,1994,9,,TAURUS,1,,1,,1,1
1010786,1,1998,34,,SL,1,,1,,2,1
1010822,1,1994,24,,SABLE,1,,1,,2,1
1010827,1,1996,24,,SABLE,1,,1,,2,1
1010827,2,1998,22,,MARK VIII,1,,1,,2,1
1010839,1,1998,8,,NEON,1,,1,,2,1
1010846,1,1989,30,,BONNEVILLE,1,,1,,2,1
1010858,1,1995,27,,PICK UP,7,,1,,2,1
1010858,2,1989,28,,SEDAN,1,,1,,2,1
1010861,1,1998,8,,INTREPID,1,,1,,2,1
1010889,1,1995,27,,240,2,,1,,2,1
1010889,2,1999,18,,CHEROKEE,4,,1,,2,1
1010892,1,1985,7,,LEBARON,1,,1,,2,1
1010892,2,1983,9,,F 150,7,,1,,2,1
1010904,1,1984,13,,ACCORD,1,,1,,2,1
1010904,2,1974,38,,BEETLE,1,,1,,2,1
1010904,3,1999,6,,EXPRESS,3,,2,,2,1
1010912,1,1990,29,,DON'T KNOW,1,,1,,2,1
1010912,2,1996,27,,CENTRA,1,,1,,2,1
1010914,1,1994,4,,LESABRE,1,,1,,2,1
1010914,2,1998,6,,VENTURE,5,,1,,2,1
1010918,1,1994,8,,CARAVAN,3,,1,,2,1
1010918,2,1994,13,,DON'T KNOW,1,,1,,2,1
1010920,1,1999,28,,INTRIGUE,1,,2,,2,1
1010920,2,1991,9,,EXPLORER,4,,1,,2,1
1010920,3,1990,13,,ACCORD,1,,1,,2,1
1010977,1,1990,30,,GRAND AM,1,,1,,2,1
1010977,2,1991,27,,PATHFINDER,4,,1,,2,1
1010984,1,1994,5,,EL DORADO,2,,1,,2,1
1010984,2,1987,3,,525,1,,1,,2,1
1010993,1,1987,9,,F 150,7,,1,,2,1
1010993,2,1991,28,,SIERRA,1,,1,,2,1
1010994,1,1988,4,,LESABRE,1,,1,,2,1
1010994,2,1996,4,,PARK AVENUE,1,,1,,2,1
1010996,1,1999,19,,MOTORCYCLE,4,,1,,2,1
1010996,2,1990,9,,TEMPO,1,,1,,2,1
1010996,3,1997,8,,PICK UP,2,,1,,2,1
1010996,4,1993,9,,CROWN VICTORIA,1,,1,,2,1
1011017,1,1993,1,,DON'T KNOW,1,,1,,2,1
1011028,1,1995,29,,VOYAGER,3,,1,,2,1
1011028,2,1998,27,,TRUCK,7,,1,,2,1
1011045,1,1988,6,,SUBURBAN,4,,1,,2,1
1011045,2,1991,4,,LESABRE,1,,1,,2,1
1011067,1,1993,12,,MOTORCYCLE,8,,1,,2,1
1011067,2,1991,27,,SENTRA,1,,1,,2,1
1011067,3,1997,4,,CENTURY,1,,1,,2,1
1011087,1,1995,9,,TAURUS,1,,1,,2,1
1011087,2,1992,27,,SENTRA,1,,1,,2,1
1011094,1,1990,13,,ACCORD,1,,1,,2,1
1011094,2,1991,37,,CELICA,1,,1,,2,1
1011469,1,1988,9,,F 150,7,,1,,1,1
1011492,1,2000,38,,JETTA,1,,1,,1,1
1011524,1,1994,24,,COUGAR,1,,1,,1,1
1011524,2,1994,6,,BLAZER,4,,1,,1,1
1011530,1,1989,8,,DYNASTY,1,,1,,1,1
1011592,1,1992,37,,CAMRY,1,,1,,1,1
1011592,2,1994,37,,CAMRY,1,,1,,1,1
1011652,1,1997,9,,VAN,3,,1,,1,1
1011652,2,1996,27,,MAXIMA,1,,1,,1,1
1011652,3,1998,9,,VAN,3,,1,,1,1
1011682,1,1998,9,,RANGER,7,,1,,1,1
1011682,2,1997,24,,VILLAGER,3,,1,,1,1
1011682,3,1990,98,,WAGON,6,,1,,1,1
1011714,1,9999,6,,DON'T KNOW,1,,1,,1,1
1011714,2,9999,27,,ALTIMA,1,,1,,1,1
1011724,1,1994,7,,VOYAGER,3,,1,,1,1
1011724,2,1994,29,,VOYAGER,4,,8,,1,1
1011756,1,1997,34,,LS 1,1,,1,,1,1
1011783,1,1993,35,,LOYALE,1,,1,,1,1
1011783,2,1997,8,,DAKOTA,7,,1,,1,1
1011840,1,2000,38,,BEETLE,1,,1,,2,1
1011840,2,1996,9,,ESCORT,1,,1,,2,1
1011840,3,1995,37,,CAMRY,1,,1,,2,1
1011840,4,1991,9,,ESCORT,1,,1,,2,1
1011879,1,2000,4,,REGAL,1,,1,,2,1
1011879,2,1995,9,,WINDSTAR,3,,1,,2,1
1011884,1,1995,9,,TAURUS,1,,1,,2,1
1011884,2,1988,9,,ESCORT,2,,1,,2,1
1011903,1,1988,9,,ESCORT,1,,1,,2,1
1011903,2,1994,9,,TEMPO,1,,1,,2,1
1011903,3,1995,9,,ASPIRE,1,,1,,2,1
1011903,4,1996,30,,GRAND AM,1,,1,,2,1
1011949,1,2000,37,,CAMRY,1,,1,,2,1
1011979,1,1990,24,,GRAND MARQUIS,1,,1,,2,1
1011979,2,1995,9,,CROWN VICTORIA,1,,1,,2,1
1011979,3,1990,9,,F 150,7,,1,,2,1
1011979,4,1998,9,,EXPEDITION,4,,1,,2,1
1012034,1,1990,9,,TAURUS,1,,1,,2,1
1012034,2,1994,9,,EXPLORER,4,,1,,2,1
1012034,3,1978,97,DUCATI,900 GTS,8,,1,,2,1
1012034,4,1998,36,,INTRUDER 1500,8,,1,,2,1
1012034,5,1992,97,GEORGIE BOY,SWINGER,97,MOTORHOME,1,,2,1
1012097,1,1984,39,,DON'T KNOW,1,,1,,1,1
1012097,2,1993,14,,ELANTRA,1,,1,,1,1
1012131,1,1998,2,,A6,1,,1,,1,1
1012131,2,1997,2,,A6,1,,1,,1,1
1012131,3,1990,9,,TAURUS,1,,1,,1,1
1012140,1,1991,4,,CENTURY,1,,1,,1,1
1012140,2,1993,34,,SATURN,1,,1,,1,1
1012168,1,1995,37,,CAMRY,1,,1,,1,1
1012169,1,1998,9,,WINDSTAR,3,,1,,1,1
1012169,2,1988,24,,GRAND MARQUIS,1,,1,,1,1
1012169,3,1998,30,,GRAND AM,1,,1,,1,1
1012511,1,1999,28,,INTRIGUE,1,,1,,1,1
1012516,1,1996,38,,JETTA,6,,1,,1,1
1012516,2,1996,38,,GOLF,6,,1,,1,1
1012516,3,1981,13,,ACCORD,1,,1,,1,1
1012526,1,1990,37,,CAMRY,1,,1,,1,1
1012526,2,1995,9,,EXPLORER,4,,1,,1,1
1012529,1,1989,22,,TOWN CAR,1,,1,,1,1
1012529,2,1987,24,,SABLE,1,,1,,1,1
1012529,3,1993,6,,PICK UP,7,,1,,1,1
1012554,1,1999,9,,ESCORT,1,,1,,1,1
1012554,2,1994,8,,RAM,3,,1,,1,1
1012584,1,1991,9,,AEROSTAR,3,,1,,1,1
1012584,2,1990,37,,COROLLA,1,,1,,1,1
1012631,1,1993,8,,CARAVAN,3,,1,,1,1
1012631,2,1998,8,,STRATUS,1,,1,,1,1
1012631,3,1994,9,,MUSTANG,1,,1,,1,1
1012636,1,1999,13,,ACCORD,2,,1,,1,1
1012653,1,1994,9,,CONTOUR,1,,1,,1,1
1012680,1,1988,9,,TAURUS,1,,1,,1,1
1012680,2,1997,13,,CIVIC,1,,1,,1,1
1012689,1,1995,29,,NEON,1,,1,,1,1
1012713,1,2000,37,,LAND CRUISER,4,,1,,1,1
1012713,2,1994,9,,BRONCO,4,,2,,1,1
1012722,1,1995,9,,E 150,3,,1,,1,1
1012722,2,1990,9,,TAURUS,1,,1,,1,1
1012752,1,1998,13,,ACCORD,1,,1,,1,1
1012752,2,1994,13,,ACCORD,1,,1,,1,1
1012754,1,1978,6,,CAVALIER,1,,1,,1,1
1012763,1,2000,34,,MERCEDES,1,,1,,1,1
1012763,2,1986,9,,BRONCO,4,,1,,1,1
1012780,1,1995,6,,S 10,7,,1,,1,1
1012833,1,1993,37,,DON'T KNOW,1,,1,,2,1
1012885,1,1998,22,,TOWN CAR,1,,1,,2,1
1012885,2,1994,6,,BLAZER,4,,1,,2,1
1012885,3,1994,24,,COUGAR,1,,1,,2,1
1012891,1,1992,34,,SL2,1,,1,,2,1
1012891,2,1992,6,,LUMINA,1,,1,,2,1
1012907,1,1994,9,,TEMPO,1,,1,,2,1
1012907,2,1990,9,,E 150,3,,1,,2,1
1012929,1,1994,9,,VAN,3,,1,,2,1
1012929,2,1991,8,,DYNASTY,1,,1,,2,1
1012929,3,1973,12,,MOTORCYCLE,8,,1,,2,1
1012935,1,1991,37,,PICK UP,7,,1,,2,1
1012935,2,1995,30,,VAN,3,,1,,2,1
1012945,1,1995,9,,ESCORT,1,,1,,2,1
1012945,2,1995,7,,CONCORD,1,,1,,2,1
1012945,3,1993,9,,PROBE,1,,1,,2,1
1012945,4,1993,8,,DYNASTY,1,,1,,2,1
1012980,1,1996,34,,SL2,1,,1,,2,1
1012980,2,2000,8,,CARAVAN,3,,1,,2,1
1012980,3,2000,8,,CARAVAN,3,,1,,2,1
1013024,1,1993,28,,LHS,1,,1,,2,1
1013024,2,1994,1,,LEGEND,1,,1,,2,1
1013024,3,1987,27,,PATHFINDER,4,,8,,2,1
1013046,1,1996,16,,RODEO,1,,1,,2,1
1013068,1,1997,5,,DEVILLE,1,,1,,1,1
1013068,2,1999,6,,MALIBU,1,,1,,1,1
1013072,1,1997,13,,ACCORD,1,,1,,1,1
1013084,1,1995,4,,CENTURY,1,,1,,1,1
1013084,2,1990,9,,F 150,7,,1,,1,1
1013093,1,1999,24,,SABLE,1,,1,,1,1
1013103,1,1992,9,,TAURUS,1,,1,,2,1
1013103,2,1992,9,,FLARESIDE,7,,1,,2,1
1013111,1,1948,9,,F 1,7,,1,,2,1
1013111,2,1986,38,,JETTA,1,,1,,2,1
1013111,3,1989,9,,E 100,3,,1,,2,1
1013111,4,1998,39,,V 70,6,,1,,2,1
1013119,1,1987,38,,DON'T KNOW,1,,1,,2,1
1013123,1,1978,9,,THUNDERBIRD,1,,1,,2,1
1013132,1,1992,4,,CENTURY,1,,1,,2,1
1013156,1,1997,30,,DON'T KNOW,1,,1,,2,1
1013156,2,1997,18,,SPORT,4,,1,,2,1
1013156,3,1996,18,,GRAND CHEROKEE,4,,1,,2,1
1013156,4,1993,8,,SPIRIT,1,,1,,2,1
1013186,1,1995,13,,ACCORD,2,,1,,2,1
1013186,2,1982,6,,CHEVETTE,1,,1,,2,1
1013207,1,1998,21,,SEDAN 300,1,,1,,2,1
1013213,1,1999,4,,CENTURY,1,,1,,2,1
1013250,1,1989,9,,RANGER,7,,1,,2,1
1013250,2,2000,9,,WINDSTAR,3,,1,,2,1
1013260,1,1995,6,,S 10,7,,1,,2,1
1013260,2,1997,29,,VOYAGER,5,,1,,2,1
1013272,1,1988,97,ALPHA,SPIDER,4,,1,,2,1
1013272,2,1995,18,,CHEROKEE,4,,1,,2,1
1013311,1,1995,27,,PATHFINDER,1,,1,,2,1
1013311,2,2000,27,,ALTIMA,1,,1,,2,1
1013313,1,1999,29,,VOYAGER,1,,1,,2,1
1013313,2,1989,37,,TERCEL,2,,1,,2,1
1013359,1,1994,9,,TAURUS,1,,1,,2,1
1013359,2,1995,9,,AEROSTAR,3,,1,,2,1
1013359,3,1997,9,,AEROSTAR,3,,1,,2,1
1013359,4,1968,6,,MALIBU,2,,1,,2,1
1013359,5,1970,6,,MALIBU,2,,1,,2,1
1013359,6,1946,6,,PICK UP,7,,1,,2,1
1013359,7,1967,6,,MALIBU,2,,1,,2,1
1013362,1,1988,13,,CIVIC,4,,1,,2,1
1013370,1,1984,13,,ACCORD,1,,1,,2,1
1013370,2,1991,13,,ACCORD,1,,1,,2,1
1013373,1,1994,27,,PATHFINDER,4,,1,,2,1
1013385,1,1997,37,,COROLLA,1,,1,,2,1
1013385,2,1987,28,,CUTLASS,1,,1,,2,1
1013385,3,1987,29,,SUNDANCE,1,,1,,2,1
1013395,1,1999,24,,SABLE,1,,1,,2,1
1013395,2,1995,13,,MOTORCYCLE,8,,1,,2,1
1013415,1,1988,24,,SABLE,1,,1,,2,1
1013415,2,1984,3,,DON'T KNOW,1,,2,,2,1
1013460,1,1985,28,,DELTA 88,1,,1,,2,1
1013460,2,1990,13,,ACCORD,2,,1,,2,1
1013527,1,1996,8,,VAN,3,,1,,1,1
1013527,2,1966,18,,PICK UP,7,,1,,1,1
1013532,1,1995,6,,LUMINA,1,,1,,1,1
1013532,2,1994,6,,MINI VAN,3,,1,,1,1
1013543,1,2000,28,,ALERO,1,,1,,1,1
1013543,2,1998,4,,4 DOOR,1,,1,,1,1
1013568,1,2000,37,,CAMRY,1,,1,,1,1
1013627,1,1998,9,,ECONOLINE,3,,1,,2,1
1013627,2,1994,7,,CONCORD,1,,1,,2,1
1013638,1,1983,39,,STATION WAGON,6,,1,,2,1
1013638,2,1996,9,,AEROSTAR,5,,1,,2,1
1014391,1,1988,1,,INTEGRA,1,,1,,1,1
1014391,2,1999,13,,ACCORD,1,,1,,1,1
1014394,1,1989,1,,INTEGRA,1,,1,,1,1
1014394,2,1993,9,,TAURUS,1,,1,,1,1
1014395,1,1996,9,,CROWN VICTORIA,1,,1,,1,1
1014395,2,1998,24,,MYSTIQUE,1,,1,,1,1
1014415,1,1997,9,,LXT,4,,1,,1,1
1014415,2,1991,37,,CAMRY,1,,1,,1,1
1014416,1,1970,4,,SKYLARK,1,,1,,1,1
1014416,2,1993,9,,ESCORT,1,,1,,1,1
1014444,1,1995,37,,CAMRY,1,,1,,1,1
1014444,2,1993,37,,COROLLA,6,,1,,1,1
1014454,1,1995,8,,CARAVAN,3,,1,,1,1
1014454,2,1999,27,,MAXIMA,1,,1,,1,1
1014486,1,1999,18,,CHEROKEE,1,,1,,2,1
1014486,2,1993,9,,PICK UP,2,,1,,2,1
1014492,1,1981,97,FIAT,SPIDER,1,,1,,2,1
1014492,2,1984,26,,GALANT,1,,1,,2,1
1014492,3,1994,18,,CHEROKEE,4,,1,,2,1
1014508,1,1995,18,,CHEROKEE,4,,1,,2,1
1014508,2,1996,9,,THUNDERBIRD,1,,1,,2,1
1014536,1,1989,28,,CUTLASS SUPREME,1,,1,,2,1
1014566,1,1999,8,,NEON,1,,1,,2,1
1014566,2,1996,27,,QUEST,3,,1,,2,1
1014584,1,1985,7,,TRISMO,1,,1,,2,1
1014584,2,1993,7,,FIFTH AVE,1,,1,,2,1
1014584,3,1999,9,,TAURUS,1,,1,,2,1
1014586,1,1996,8,,CONVERSION VAN,3,,1,,2,1
1014586,2,1996,27,,ALTIMA,1,,1,,2,1
1014596,1,1994,39,,SEDAN,1,,1,,2,1
1014596,2,1997,9,,E 50,3,,1,,2,1
1014596,3,1999,6,,S 10,7,,1,,2,1
1014621,1,1996,25,,320,1,,1,,2,1
1014621,2,1997,6,,510,7,,1,,2,1
1014627,1,1991,4,,LESABRE,1,,1,,2,1
1014636,1,1999,4,,PARK AVENUE,1,,1,,2,1
1014638,1,1994,14,,EXCEL,2,,1,,2,1
1014638,2,1997,7,,CONCORD,1,,1,,2,1
1014638,3,1997,97,MOTORHOME,MOTORHOME,5,,1,,2,1
1014650,1,1997,8,,GRAND CARAVAN,3,,1,,2,1
1014650,2,1990,1,,INTEGRA,1,,1,,2,1
1014682,1,1991,6,,CORSICA,1,,1,,1,1
1015296,1,1994,22,,MARK VIII,2,,1,,1,1
1015300,1,1999,18,,GRAND CHEROKEE,1,,1,,1,1
1015305,1,1992,9,,AEROSTAR,3,,1,,1,1
1015305,2,1999,9,,AEROSTAR,3,,1,,1,1
1015305,3,1988,9,,MUSTANG,1,,1,,1,1
1015320,1,2000,6,,IMPALA,1,,1,,1,1
1015330,1,1994,6,,SILVERADO,7,,1,,1,1
1015330,2,1990,4,,REGAL,1,,1,,1,1
1015332,1,1991,35,,LEGACY,1,,1,,1,1
1015332,2,1991,27,,PATHFINDER,4,,1,,1,1
1015332,3,1996,8,,CARAVAN,3,,1,,1,1
1015349,1,1972,28,,CONVERTABLE,2,,1,,1,1
1015349,2,1986,30,,GRAND AM,2,,1,,1,1
1015349,3,1990,28,,SIERRA,1,,1,,1,1
